PredictedValue,PredictionConfidencePercentage,PredictionGroup,CREDIT_SCORE,AGE,BALANCE,HAS_ZERO_BALANCE,PRODUCTS_NUMBER,ACTIVE_MEMBER,GENDER,CUSTOMER_ID,AGE_SQ,AGE_GROUP,TENURE,TENURE_SQ,TENURE_GROUP,BALANCE_SALARY_RATIO,PRODUCT_SEGMENT,CREDIT_CARD,CREDIT_TIER,HEALTH_SCORE,AGE_TENURE_INTERACTION,ESTIMATED_SALARY,CHURN,Base_Revenue,FTP_Cost,Allocated_Cost,PD_Risk,Survival_Probability,Risk_Adjusted_Margin,Risk_Adjusted_CLV
0,0.64784387887661,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,812,39,115730.71,0,3,1,Male,15706458,1521,2,5,25,3,0.6236,3,1,4,68.12,69.5,185599.34,1,4571.01,1292.14,275,0.0152,0.6478,2958.21,3938.16
0,0.637139547675359,AGE <= 32.8,757,30,145396.49,0,1,1,Male,15654222,900,2,3,9,2,0.7331,1,0,4,63.57,45.0,198341.15,0,6745.04,1736.32,175,0.0372,0.6371,4653.91,5988.57
1,0.705961939656857,AGE > 40.2;ACTIVE_MEMBER <= 0.0,710,62,131078.42,0,2,0,Male,15704053,3844,3,3,9,2,1.0983,2,1,3,13.1,61.0,119348.76,1,6108.37,1517.7,200,0.056,0.294,4144.79,1510.08
1,0.727698386220287,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,516,47,128298.74,0,1,0,Female,15724321,2209,2,9,81,3,0.8575,1,0,1,23.16,113.5,149614.17,1,5910.61,1768.96,150,0.1336,0.2723,3458.37,1136.7
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,803,40,165526.71,0,1,0,Female,15621815,1600,2,6,36,3,13.4268,1,1,4,20.03,80.0,12328.08,0,7580.91,2063.67,150,0.0188,0.2945,5266.34,1922.93
0,0.654617308369053,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,560,38,83714.41,0,1,1,Female,15724876,1444,2,5,25,3,2.518,1,1,1,65.6,69.0,33245.97,0,3225.96,952.51,175,0.116,0.6546,1855.03,2522.99
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,679,36,0.0,1,2,1,Female,15696588,1296,2,3,9,2,0.0,2,1,3,62.79,48.0,2243.41,0,50.0,10.36,225,0.0684,0.7096,-172.68,-278.84
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,526,32,125540.05,0,1,0,Male,15612832,1024,2,7,49,3,1.4465,1,0,1,19.26,86.0,86786.41,0,5897.61,1304.64,150,0.1296,0.3219,3867.16,1596.2
0,0.628237441886842,PRODUCTS_NUMBER > 1.0 AND PRODUCTS_NUMBER <= 2.0;TENURE <= 1.0,485,41,100254.76,0,2,1,Male,15804295,1681,2,2,4,2,7.8899,2,1,1,58.85,40.5,12706.67,0,3854.93,782.98,225,0.146,0.6282,2431.3,3040.97
0,0.690832331016724,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,625,36,0.0,1,2,0,Female,15712536,1296,2,3,9,2,0.0,2,1,2,12.25,48.0,41295.1,1,170.17,48.8,200,0.09,0.6908,-71.55,-109.01
0,0.581246304462825,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,773,43,138150.57,0,1,1,Male,15662494,1849,2,7,49,3,0.7789,1,1,4,71.73,91.5,177357.16,0,6311.16,1700.37,175,0.0308,0.5812,4299.17,4618.64
0,0.655539884877461,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,530,45,0.0,1,1,1,Female,15807728,2025,2,1,1,1,0.0,1,0,1,57.3,32.5,190663.89,1,1070.63,233.15,175,0.128,0.6555,577.68,787.99
0,0.5959747764968,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,616,43,95984.21,0,1,1,Female,15764916,1849,2,7,49,3,0.8327,1,0,2,70.16,91.5,115262.54,1,3857.87,1147.4,175,0.0936,0.596,2298.15,2590.54
0,0.704214964971098,AGE <= 32.8,651,23,0.0,1,2,1,Male,15615330,529,1,10,100,3,0.0,2,1,2,76.51,111.5,170099.23,0,1049.17,310.11,225,0.0796,0.7042,473.14,751.32
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,586,38,136858.42,0,1,1,Male,15638487,1444,2,2,4,2,0.7236,1,0,2,59.86,39.0,189143.94,0,5882.13,1308.54,175,0.1056,0.6432,3934.1,5160.16
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,607,29,102609.0,0,1,0,Male,15627859,841,1,7,49,3,0.6285,1,1,2,20.07,84.5,163257.44,0,4963.46,1313.83,150,0.0972,0.3219,3159.47,1304.09
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,724,39,0.0,1,2,1,Male,15622192,1521,2,3,9,2,0.0,2,0,3,63.24,49.5,95562.81,0,419.56,111.94,225,0.0504,0.7096,78.46,126.69
0,0.705258324731066,AGE > 62.400000000000006;ACTIVE_MEMBER > 0.0,733,64,0.0,1,2,1,Male,15789413,4096,3,3,9,2,0.0,2,1,3,63.33,62.0,75272.63,0,377.93,75.74,225,0.0468,0.7053,73.58,117.21
0,0.693036916391497,AGE > 69.80000000000001,667,70,77356.92,0,2,1,Male,15583221,4900,3,3,9,2,3.7045,2,1,2,62.67,65.0,20881.96,0,3155.9,848.55,225,0.0732,0.693,1929.92,2960.3
0,0.652209458680853,AGE <= 32.8,700,32,110923.15,0,2,1,Female,15768495,1024,2,8,64,3,0.6854,2,1,3,73.0,96.0,161845.81,1,4464.74,991.77,225,0.06,0.6522,3053.09,4120.99
0,0.671047911327427,AGE > 69.80000000000001,659,78,151675.65,0,1,1,Male,15644103,6084,3,2,4,2,3.0348,1,0,2,60.59,59.0,49978.67,0,8101.97,2350.64,175,0.0764,0.671,5150.3,7376.33
0,0.696060089624782,AGE <= 32.8,710,22,0.0,1,3,0,Male,15741197,484,1,8,64,3,0.0,3,1,3,23.1,91.0,107292.91,0,509.89,144.73,250,0.056,0.6961,108.71,168.32
0,0.665014337990795,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,760,37,0.0,1,1,0,Male,15664547,1369,2,7,49,3,0.0,1,0,4,21.6,88.5,32863.24,1,156.19,45.38,150,0.036,0.665,-37.78,-53.09
0,0.717997363696463,AGE <= 32.8,677,25,0.0,1,2,0,Female,15797293,625,1,3,9,2,0.0,2,1,3,12.77,42.5,179608.96,0,985.07,271.64,200,0.0692,0.718,477.9,791.82
0,0.701605912538044,AGE <= 32.8,798,29,80204.11,0,2,0,Female,15572021,841,1,8,64,3,1.1421,2,1,4,23.98,94.5,70223.22,0,4205.02,910.35,200,0.0208,0.7016,3030.3,4773.28
0,0.672071607081848,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,758,35,0.0,1,2,0,Male,15637461,1225,2,7,49,3,0.0,2,1,4,21.58,87.5,77951.84,0,433.66,102.37,200,0.0368,0.6721,126.46,181.7
0,0.672077231484066,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,715,45,0.0,1,2,1,Male,15620577,2025,2,4,16,2,0.0,2,1,3,65.15,62.5,55043.93,0,242.16,65.6,225,0.054,0.6721,-45.82,-65.84
0,0.652209458680853,AGE <= 32.8,752,32,115587.49,0,2,1,Male,15609643,1024,2,9,81,3,1.1368,2,0,4,75.52,106.0,101677.46,0,5241.66,1217.81,225,0.0392,0.6522,3649.94,4926.6
0,0.581246304462825,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,586,46,106968.96,0,1,1,Male,15785358,2116,2,8,64,3,1.3478,1,1,2,71.86,103.0,79366.98,1,3795.94,1028.71,175,0.1056,0.5812,2318.49,2490.78
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,818,36,0.0,1,2,1,Male,15603883,1296,2,4,16,2,0.0,2,1,4,66.18,58.0,8037.03,0,50.0,11.68,225,0.0128,0.7096,-184.29,-297.58
0,0.584454021873296,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,490,41,139659.04,0,1,1,Female,15782550,1681,2,0,0,1,0.7924,1,1,1,54.9,20.5,176254.12,0,5410.05,1178.16,175,0.144,0.5845,3472.7,3770.16
1,0.782856965914827,PRODUCTS_NUMBER > 2.0,610,69,86038.21,0,3,0,Female,15775761,4761,3,5,25,3,0.4464,3,0,2,16.1,84.5,192743.06,1,4051.41,1020.21,250,0.096,0.2171,2514.2,618.2
0,0.675945898690158,AGE <= 32.8,627,24,102773.2,0,2,0,Male,15680201,576,1,5,25,3,1.8096,2,1,2,16.27,62.0,56793.02,1,4393.49,1180.19,200,0.0892,0.6759,2744.51,3991.47
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,533,35,0.0,1,2,1,Female,15767594,1225,2,8,64,3,0.0,2,1,1,71.33,97.5,187900.12,0,981.31,247.01,225,0.1268,0.7096,444.72,718.11
1,0.688325155683402,AGE > 47.6 AND AGE <= 69.80000000000001,708,51,70754.18,0,1,1,Female,15591985,2601,3,8,64,3,0.7615,1,1,3,73.08,105.5,92920.04,1,3208.8,847.72,175,0.0568,0.3117,2061.91,813.72
0,0.576268836688111,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,681,59,122781.51,0,1,1,Male,15789339,3481,3,4,16,2,0.876,1,0,3,64.81,69.5,140166.95,0,6464.62,1576.11,175,0.0676,0.5763,4394.88,4644.92
0,0.704214964971098,AGE <= 32.8,690,21,0.0,1,2,1,Male,15781530,441,1,8,64,3,0.0,2,1,3,72.9,90.5,155782.89,0,835.25,232.06,225,0.064,0.7042,353.99,562.11
0,0.629928900243356,AGE > 62.400000000000006;ACTIVE_MEMBER > 0.0,656,68,153545.11,0,1,1,Male,15705174,4624,3,7,49,3,0.823,1,1,2,70.56,104.0,186574.68,0,7530.8,1995.64,175,0.0776,0.6299,4944.21,6217.54
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,673,40,121629.22,0,1,1,Male,15572114,1600,2,1,1,1,37.3256,1,1,3,58.73,30.0,3258.6,0,4281.33,1102.27,175,0.0708,0.6432,2791.37,3661.3
0,0.657629512881395,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,806,36,167983.17,0,2,1,Male,15804009,1296,2,8,64,3,1.5741,2,1,4,74.06,98.0,106714.28,0,8485.43,2066.52,225,0.0176,0.6576,6084.9,8354.97
0,0.5959747764968,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,648,43,81153.82,0,1,1,Female,15662698,1849,2,7,49,3,0.5615,1,1,2,70.48,91.5,144532.85,1,3650.1,925.57,175,0.0808,0.596,2343.53,2641.69
0,0.666194471915184,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,501,35,99760.84,0,1,1,Male,15696047,1225,2,6,36,3,7.3399,1,1,1,67.01,77.5,13591.52,0,4763.55,977.01,175,0.1396,0.6662,3107.37,4383.17
0,0.581246304462825,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,556,43,125890.72,0,1,1,Female,15701160,1849,2,4,16,2,1.6818,1,1,1,63.56,61.5,74854.97,0,6503.89,1734.41,175,0.1176,0.5812,4054.17,4355.43
0,0.717997363696463,AGE <= 32.8,627,27,0.0,1,2,0,Female,15790093,729,1,2,4,2,0.0,2,1,2,10.27,33.5,125451.01,0,659.41,145.36,200,0.0892,0.718,286.04,473.93
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,652,31,119148.55,0,1,0,Male,15632143,961,2,2,4,2,0.7957,1,0,2,10.52,35.5,149740.22,0,6083.76,1740.05,150,0.0792,0.3219,3861.57,1593.89
0,0.632043265228052,PRODUCTS_NUMBER > 1.0 AND PRODUCTS_NUMBER <= 2.0;TENURE <= 1.0,807,60,72948.58,0,2,1,Female,15736778,3600,3,1,1,1,4.2032,2,1,4,60.07,40.0,17355.36,0,2078.39,584.51,225,0.0172,0.632,1247.06,1578.84
0,0.675945898690158,AGE <= 32.8,708,21,133974.36,0,2,0,Male,15734917,441,1,8,64,3,2.6638,2,1,3,23.08,90.5,50294.09,0,5501.04,1390.64,200,0.0568,0.6759,3688.29,5364.04
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,619,27,154483.98,0,1,0,Male,15643903,729,1,1,1,1,0.9878,1,1,2,8.19,23.5,156394.74,0,7728.59,2200.43,150,0.0924,0.3219,4881.22,2014.76
0,0.640180485817007,AGE <= 32.8,601,40,98627.13,0,2,0,Male,15569526,1600,2,10,100,3,1.2648,2,0,2,26.01,120.0,77977.69,0,4735.75,1264.83,200,0.0996,0.6402,2945.14,3826.59
1,0.775536733797603,BALANCE > 25089.809;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,445,64,136770.67,0,1,1,Male,15777067,4096,3,2,4,2,3.1313,1,0,1,58.45,52.0,43678.06,0,4995.29,1069.62,175,0.162,0.2245,3143.06,805.51
0,0.621316631455831,AGE <= 32.8,800,39,95252.72,0,1,0,Male,15795511,1521,2,4,16,2,6.8496,1,1,4,16.0,59.5,13906.34,0,3765.69,1032.09,150,0.02,0.6213,2531.93,3097.43
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,554,33,117413.95,0,1,1,Male,15610419,1089,2,3,9,2,9.1969,1,1,1,61.54,46.5,12766.74,0,3552.98,1064.4,175,0.1184,0.6432,2039.65,2675.31
0,0.606493096836995,PRODUCTS_NUMBER > 1.0 AND PRODUCTS_NUMBER <= 2.0;TENURE <= 1.0,714,54,137986.58,0,2,1,Male,15644994,2916,3,4,16,2,2.6893,2,0,3,65.14,67.0,51308.54,1,6014.55,1227.56,225,0.0544,0.6065,4313.82,5031.32
1,0.713379585256645,AGE > 40.2;ACTIVE_MEMBER <= 0.0,656,44,143571.52,0,1,0,Male,15703707,1936,2,10,100,3,1.1265,1,0,2,26.56,122.0,127444.14,0,5178.5,1162.53,150,0.0776,0.2866,3565.97,1255.08
1,0.713007561447121,AGE > 40.2;ACTIVE_MEMBER <= 0.0,520,49,121197.64,0,1,0,Male,15659327,2401,2,5,25,3,1.6699,1,1,1,15.2,74.5,72577.33,1,5799.86,1506.65,150,0.132,0.287,3596.31,1267.96
0,0.653307058885456,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,480,39,121626.9,0,1,1,Male,15771323,1521,2,5,25,3,1.4754,1,1,1,64.8,69.5,82438.13,0,5901.42,1425.31,175,0.148,0.6533,3664.55,4963.5
0,0.662519389104635,AGE <= 32.8,660,30,84440.1,0,2,1,Male,15750549,900,2,1,1,1,1.396,2,1,2,58.6,25.0,60485.98,0,3505.47,924.59,225,0.076,0.6625,2176.83,3035.32
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,532,36,0.0,1,2,1,Male,15698462,1296,2,4,16,2,0.0,2,1,1,63.32,58.0,132798.78,0,698.61,180.69,225,0.1272,0.7096,255.66,412.83
0,0.664886969370829,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,679,42,0.0,1,2,0,Male,15739692,1764,2,1,1,1,0.0,2,0,3,8.79,31.0,71823.15,0,351.32,97.95,200,0.0684,0.6649,49.72,69.85
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,780,26,140356.7,0,1,0,Female,15744041,676,1,3,9,2,1.1982,1,1,4,13.8,43.0,117144.15,0,6349.97,1315.02,150,0.028,0.2945,4748.17,1733.73
0,0.704214964971098,AGE <= 32.8,747,29,0.0,1,2,1,Male,15700714,841,1,7,49,3,0.0,2,1,4,71.47,84.5,141706.43,0,627.25,153.09,225,0.0412,0.7042,238.89,379.35
0,0.654617308369053,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,705,39,92224.56,0,1,1,Female,15777743,1521,2,3,9,2,1.6917,1,1,3,63.05,49.5,54517.25,0,4208.17,1203.56,175,0.058,0.6546,2665.49,3625.29
1,0.717799635019309,AGE > 40.2;ACTIVE_MEMBER <= 0.0,732,43,0.0,1,2,0,Female,15623143,1849,2,9,81,3,0.0,2,1,3,25.32,111.5,183147.17,0,765.45,180.86,200,0.0472,0.2822,366.44,126.31
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,515,40,121355.99,0,1,0,Male,15712568,1600,2,10,100,3,0.8771,1,1,1,25.15,120.0,138360.29,0,4531.15,1134.5,150,0.134,0.3219,2811.6,1160.51
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,816,40,109003.26,0,1,1,Female,15617432,1600,2,9,81,3,1.3697,1,1,4,76.16,110.0,79580.56,0,4700.02,950.15,175,0.0136,0.6432,3526.25,4625.21
0,0.576268836688111,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,641,48,147341.43,0,1,1,Female,15650424,2304,2,3,9,2,0.9357,1,1,2,62.41,54.0,157458.61,1,6539.82,1454.57,175,0.0836,0.5763,4499.75,4755.77
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,509,18,102983.91,0,1,0,Male,15728829,324,1,7,49,3,0.5995,1,1,1,19.09,79.0,171770.58,0,5113.77,1259.86,150,0.1364,0.3219,3198.7,1320.28
1,0.725431490267224,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,601,49,96252.98,0,2,0,Female,15680430,2401,2,4,16,2,0.9232,2,1,2,14.01,64.5,104263.82,0,4087.51,980.58,200,0.0996,0.2746,2617.4,869.8
0,0.662898739785261,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,527,39,0.0,1,2,0,Male,15687626,1521,2,4,16,2,0.0,2,1,1,13.27,59.5,167183.07,1,993.54,269.71,200,0.1292,0.6629,456.15,636.8
0,0.6616211010702,AGE <= 32.8,455,27,155879.09,0,2,0,Female,15609187,729,1,5,25,3,2.2025,2,0,1,14.55,63.5,70774.97,0,6694.86,1748.62,200,0.158,0.6616,3996.33,5556.65
0,0.657629512881395,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,803,34,142929.16,0,2,1,Male,15609521,1156,2,4,16,2,1.2443,2,1,4,66.03,57.0,114869.56,0,6438.03,1854.33,225,0.0188,0.6576,4276.76,5872.27
0,0.660132980323447,AGE <= 32.8,553,32,64082.09,0,1,1,Male,15752626,1024,2,7,49,3,0.587,1,0,1,69.53,86.0,109159.58,0,3170.4,905.08,175,0.1188,0.6601,1841.99,2549.2
0,0.72507246862844,AGE <= 32.8,724,28,0.0,1,1,0,Female,15571756,784,1,5,25,3,0.0,1,1,3,17.24,64.0,59351.68,0,326.52,73.18,150,0.0504,0.7251,98.13,166.16
0,0.672077231484066,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,610,45,0.0,1,2,1,Female,15814040,2025,2,1,1,1,0.0,2,1,2,58.1,32.5,199657.46,0,1055.79,213.02,225,0.096,0.6721,558.46,802.42
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,559,39,0.0,1,2,1,Female,15658211,1521,2,2,4,2,0.0,2,1,1,59.59,39.5,121151.1,0,632.53,180.55,225,0.1164,0.7096,200.56,323.85
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,825,35,118336.95,0,1,0,Female,15742091,1225,2,6,36,3,4.4923,1,1,4,20.25,77.5,26342.33,1,5223.26,1216.56,150,0.01,0.2945,3818.13,1394.14
0,0.637139547675359,AGE <= 32.8,819,28,168253.21,0,1,1,Female,15787168,784,1,8,64,3,1.6367,1,1,4,74.19,94.0,102799.14,0,5922.35,1390.04,175,0.0124,0.6371,4303.28,5537.39
1,0.727698386220287,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,772,42,101979.16,0,1,0,Female,15772363,1764,2,0,0,1,1.1215,1,1,4,7.72,21.0,90928.48,0,3723.69,803.72,150,0.0312,0.2723,2683.55,882.03
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,685,23,164902.43,0,1,0,Male,15659364,529,1,5,25,3,1.1683,1,0,3,16.85,61.5,141152.28,0,7246.32,1951.44,150,0.066,0.3219,4805.32,1983.43
1,0.693276447403897,AGE > 40.2;ACTIVE_MEMBER <= 0.0,506,43,0.0,1,2,0,Male,15738980,1849,2,2,4,2,0.0,2,1,1,9.06,41.5,105568.6,0,517.41,117.98,200,0.1376,0.3067,171.99,66.39
0,0.652209458680853,AGE <= 32.8,642,22,111812.52,0,2,1,Male,15794236,484,1,10,100,3,0.6108,2,1,2,76.42,111.0,183045.46,0,5700.11,1240.77,225,0.0832,0.6522,3882.04,5239.89
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,627,40,0.0,1,2,1,Male,15721383,1600,2,10,100,3,0.0,2,1,2,76.27,120.0,194792.42,0,975.91,244.31,225,0.0892,0.7096,461.41,745.06
0,0.637139547675359,AGE <= 32.8,600,30,119755.0,0,1,1,Male,15652981,900,2,2,4,2,5.48,1,1,2,60.0,35.0,21852.91,0,5184.55,1425.97,175,0.1,0.6371,3225.22,4150.17
1,0.713379585256645,AGE > 40.2;ACTIVE_MEMBER <= 0.0,653,46,119556.1,0,1,0,Male,15722731,2116,2,0,0,1,1.5279,1,1,2,6.53,23.0,78250.13,1,4529.09,1027.92,150,0.0788,0.2866,3087.1,1086.53
0,0.64784387887661,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,762,35,119349.69,0,3,1,Female,15640507,1225,2,3,9,2,2.5332,3,1,4,63.62,47.5,47114.18,1,5004.18,1362.16,275,0.0352,0.6478,3248.5,4324.61
0,0.637139547675359,AGE <= 32.8,569,30,139528.23,0,1,1,Female,15578878,900,2,3,9,2,4.1988,1,1,1,61.69,45.0,33230.37,0,4976.54,1225.21,175,0.1124,0.6371,3174.35,4084.71
0,0.621316631455831,AGE <= 32.8,756,40,94773.11,0,1,0,Male,15744295,1600,2,1,1,1,0.8293,1,1,4,9.56,30.0,114279.63,0,4531.08,1089.17,150,0.0376,0.6213,3168.13,3875.73
0,0.637139547675359,AGE <= 32.8,673,31,108345.22,0,1,1,Male,15776558,961,2,1,1,1,2.7923,1,0,3,58.73,25.5,38802.03,0,3677.37,867.68,175,0.0708,0.6371,2448.15,3150.25
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,637,36,166939.88,0,1,1,Female,15596136,1296,2,9,81,3,2.3025,1,1,2,74.37,108.0,72504.76,0,7285.33,1563.13,175,0.0852,0.6432,5074.58,6656.07
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,644,33,174571.36,0,1,1,Male,15704597,1089,2,7,49,3,3.9727,1,0,2,70.44,86.5,43943.09,0,6144.51,1433.29,175,0.0824,0.6432,4162.44,5459.66
0,0.666908048074124,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,658,35,71829.34,0,1,1,Male,15648272,1225,2,9,81,3,1.0541,1,1,2,74.58,107.5,68141.92,0,3090.62,889.87,175,0.0768,0.6669,1870.17,2643.93
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,649,36,0.0,1,2,1,Female,15594915,1296,2,8,64,3,0.0,2,0,2,72.49,98.0,109179.89,0,594.75,125.03,225,0.0804,0.7096,225.04,363.39
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,603,39,76769.68,0,1,0,Female,15581115,1521,2,9,81,3,1.5919,1,0,2,24.03,109.5,48224.72,0,3387.22,1002.04,150,0.0988,0.2945,2014.34,735.51
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,820,39,104614.29,0,1,0,Female,15763907,1521,2,1,1,1,1.7,1,1,4,10.2,29.5,61538.43,1,3752.99,790.94,150,0.012,0.2945,2778.31,1014.46
0,0.696060089624782,AGE <= 32.8,712,27,0.0,1,1,0,Male,15705994,729,1,10,100,3,0.0,1,1,3,27.12,113.5,94544.88,0,440.94,104.15,150,0.0552,0.6961,176.48,273.25
0,0.637139547675359,AGE <= 32.8,645,31,128927.93,0,1,1,Female,15772421,961,2,1,1,1,45.2377,1,1,2,58.45,25.5,2850.01,0,4394.95,1145.46,175,0.082,0.6371,2822.38,3631.8
0,0.701605912538044,AGE <= 32.8,705,31,110941.93,0,2,0,Female,15711572,961,2,9,81,3,0.6786,2,1,3,25.05,105.5,163484.8,0,4364.49,1238.57,200,0.058,0.7016,2756.22,4341.55
0,0.648595025924006,AGE <= 32.8,590,29,99250.08,0,1,1,Female,15691170,841,1,10,100,3,0.7656,1,1,2,75.9,114.5,129629.41,0,4672.49,1001.59,175,0.104,0.6486,3132.33,4179.88
0,0.672071607081848,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,631,36,0.0,1,2,0,Male,15600106,1296,2,1,1,1,0.0,2,0,2,8.31,28.0,133141.34,0,703.01,150.52,200,0.0876,0.6721,321.61,462.1
